Row,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits
1460,4379,3032,2464,568
1461,4357,2870,2325,545
1462,3560,2396,1907,489
1463,2049,1488,1244,244
1464,2813,1934,1614,320
1465,5064,3241,2621,620
1466,5006,3221,2595,626
1467,4949,3282,2708,574
1468,4695,3165,2573,592
1469,3516,2383,1933,450
1470,2460,1704,1374,330
1471,2994,2127,1733,394
1472,4688,3273,2679,594
1473,4924,3481,2885,596
1474,5209,3546,2936,610
1475,5966,4029,3385,644
1476,4740,3171,2643,528
1477,2715,1870,1618,252
1478,3739,2573,2194,379
1479,5841,3982,3331,651
1480,5881,4096,3514,582
1481,5540,3863,3249,614
1482,5636,3894,3306,588
1483,4479,3120,2638,482
1484,3076,2094,1750,344
1485,3973,2865,2457,408
1486,6045,4310,3659,651
1487,6126,4173,3522,651
1488,6084,4319,3616,703
1489,6154,4254,3632,622
1490,4868,3385,2784,601
1491,3409,2379,2006,373
1492,4722,3357,2859,498
1493,6555,4550,3766,784
1494,7079,4652,3893,759
1495,6691,4673,3893,780
1496,6522,4398,3666,732
1497,4922,3390,2857,533
1498,3409,2399,1990,409
1499,4483,3092,2623,469
1500,6666,4499,3769,730
1501,6991,4677,3916,761
1502,6871,4619,3808,811
1503,6357,4331,3579,752
1504,5114,3468,2827,641
1505,3456,2400,2006,394
1506,4924,3251,2735,516
1507,6837,4704,3890,814
1508,6481,4547,3798,749
1509,6296,4316,3545,771
1510,6044,3988,3299,689
1511,4860,3326,2738,588
1512,3430,2289,1946,343
1513,4638,3236,2744,492
1514,6365,4329,3609,720
1515,6330,4291,3556,735
1516,5865,3937,3267,670
1517,5692,3938,3298,640
1518,5026,3533,2917,616
1519,3506,2428,2018,410
1520,4778,3265,2709,556
1521,6684,4592,3795,797
1522,6766,4720,3918,802
1523,6916,4674,3872,802
1524,6440,4379,3634,745
1525,5066,3497,2863,634
1526,3503,2489,2043,446
1527,4855,3321,2691,630
1528,6818,4601,3795,806
1529,6239,4424,3640,784
1530,5471,3904,3194,710
1531,4453,3186,2592,594
1532,4062,2892,2347,545
1533,3485,2445,1987,458
1534,4906,3371,2815,556
1535,7099,4871,4012,859
1536,7503,5181,4267,914
1537,7554,5227,4330,897
1538,7169,4944,4106,838
1539,5608,3895,3211,684
1540,4055,2800,2306,494
1541,5611,3906,3259,647
1542,7650,5378,4431,947
1543,7372,5225,4328,897
1544,7369,5166,4316,850
1545,7250,5093,4213,880
1546,5735,4032,3296,736
1547,4614,3240,2699,541
1548,5979,4062,3352,710
1549,7840,5421,4465,956
1550,7659,5267,4330,937
1551,7319,4983,4010,973
1552,6373,4452,3620,832
1553,4897,3404,2776,628
1554,3325,2209,1833,376
1555,3874,2671,2206,465
1556,5436,3791,3062,729
1557,5174,3562,2945,617
1558,4873,3255,2632,623
1559,3913,2716,2164,552
1560,2934,1979,1543,436
1561,1523,1074,846,228
1562,1859,1223,997,226
1563,1835,1310,1019,291
1564,1852,1214,955,259
1565,2357,1594,1243,351
1566,2583,1783,1418,365
1567,2477,1613,1279,334
1568,1694,1197,990,207
1569,1985,1340,1097,243
1570,1723,1159,874,285
1571,1715,1168,891,277
1572,3431,2361,1899,462
1573,4118,2793,2259,534
1574,3504,2373,1936,437
1575,2308,1609,1348,261
1576,2925,2046,1648,398
1577,4587,3100,2550,550
1578,4731,3182,2585,597
1579,4831,3245,2660,585
1580,4162,2836,2298,538
1581,3726,2476,1999,477
1582,2458,1722,1413,309
1583,3266,2264,1878,386
1584,5016,3348,2760,588
1585,4732,3320,2738,582
1586,4938,3447,2845,602
1587,5033,3516,2967,549
1588,4114,2731,2236,495
1589,2780,1929,1599,330
1590,4205,2367,1974,393
1591,4983,3391,2783,608
1592,5182,3674,3052,622
1593,5316,3856,3199,657
1594,5021,3462,2853,609
1595,4230,2882,2382,500
1596,2743,1882,1541,341
1597,3890,2622,2232,390
1598,5575,3925,3232,693
1599,5732,3866,3260,606
1600,5402,3759,3134,625
1601,5069,3597,2984,613
1602,4222,2923,2364,559
1603,2864,1902,1596,306
1604,3598,2447,2044,403
1605,5366,3767,3146,621
1606,5427,3757,3124,633
1607,5667,3759,3130,629
1608,5517,3763,3069,694
1609,4420,2943,2429,514
1610,3150,2274,1911,363
1611,4264,2962,2470,492
1612,6569,4276,3566,710
1613,6145,4092,3391,701
1614,5743,3932,3236,696
1615,5512,3762,3075,687
1616,4127,2952,2377,575
1617,3309,2195,1809,386
1618,3761,2669,2217,452
1619,5592,3912,3226,686
1620,6100,4322,3575,747
1621,6208,4265,3543,722
1622,5730,4071,3352,719
1623,4372,3073,2508,565
1624,3378,2259,1871,388
1625,4367,3012,2524,488
1626,6318,4424,3678,746
1627,6431,4304,3530,774
1628,5919,4205,3442,763
1629,5668,3966,3266,700
1630,4581,3178,2594,584
1631,3383,2263,1878,385
1632,4311,3005,2476,529
1633,6357,4214,3443,771
1634,6092,4092,3343,749
1635,5772,4070,3340,730
1636,5861,4064,3330,734
1637,4600,3147,2590,557
1638,3390,2218,1849,369
1639,4099,2898,2397,501
1640,6240,4320,3599,721
1641,5871,4127,3375,752
1642,6381,4506,3726,780
1643,5853,4043,3328,715
1644,4425,3116,2499,617
1645,2961,2099,1685,414
1646,4008,2744,2258,486
1647,5830,4040,3319,721
1648,6089,4164,3448,716
1649,5800,3946,3192,754
1650,5431,3761,3100,661
1651,4560,3071,2543,528
1652,3256,2254,1859,395
1653,4156,2858,2386,472
1654,6060,4232,3469,763
1655,6191,4344,3578,766
1656,6678,4612,3842,770
1657,6167,4086,3361,725
1658,4441,3147,2601,546
1659,3243,2325,1949,376
1660,4260,3039,2543,496
1661,6078,4238,3550,688
1662,6824,4656,3833,823
1663,6621,4727,3942,785
1664,6231,4343,3647,696
1665,4776,3346,2719,627
1666,3148,2319,1924,395
1667,4357,3050,2511,539
1668,6794,4738,3960,778
1669,6688,4505,3736,769
1670,6570,4448,3646,802
1671,6113,4264,3504,760
1672,4856,3336,2726,610
1673,3401,2409,2011,398
1674,4551,3197,2600,597
1675,6614,4773,3967,806
1676,7019,4837,4037,800
1677,6643,4470,3681,789
1678,5398,3825,3133,692
1679,4323,2981,2482,499
1680,3546,2442,2020,422
1681,4312,3045,2534,511
1682,6363,4520,3729,791
1683,6797,4968,4147,821
1684,7144,5002,4136,866
1685,6555,4621,3804,817
1686,5400,3780,3089,691
1687,3710,2465,2038,427
1688,4788,3294,2728,566
1689,6232,4340,3578,762
1690,6093,4264,3440,824
1691,6117,4275,3556,719
1692,6274,4153,3433,720
1693,4774,3370,2763,607
1694,3437,2462,1999,463
1695,4330,3009,2457,552
1696,5902,4164,3402,762
1697,6064,4258,3469,789
1698,5709,4049,3310,739
1699,5596,3944,3275,669
1700,4498,3144,2494,650
1701,3258,2119,1702,417
1702,3571,2565,2070,495
1703,5677,3908,3136,772
1704,5534,3669,2977,692
1705,5391,3667,2989,678
1706,5043,3577,2953,624
1707,3993,2795,2254,541
1708,2565,1876,1545,331
1709,3369,2364,1954,410
1710,4993,3442,2806,636
1711,4728,3406,2813,593
1712,4963,3431,2772,659
1713,4637,3243,2698,545
1714,3694,2559,2070,489
1715,2460,1658,1347,311
1716,3006,2064,1693,371
1717,3992,2780,2271,509
1718,4960,3403,2767,636
1719,4376,3115,2562,553
1720,4143,2896,2353,543
1721,3359,2363,1909,454
1722,2218,1474,1221,253
1723,2768,1845,1516,329
1724,3967,2831,2295,536
1725,4501,3008,2426,582
1726,3973,2727,2233,494
1727,4259,2871,2312,559
1728,3181,2313,1869,444
1729,2170,1583,1324,259
1730,2810,1930,1586,344
1731,4420,3030,2463,567
1732,4793,3258,2664,594
1733,4410,3064,2479,585
1734,4076,2844,2280,564
1735,3287,2265,1789,476
1736,2176,1467,1201,266
1737,2516,1747,1419,328
1738,4142,2925,2398,527
1739,4225,3013,2461,552
1740,4162,2882,2351,531
1741,3716,2615,2137,478
1742,3333,2275,1853,422
1743,1918,1360,1118,242
1744,2344,1621,1317,304
1745,3691,2591,2149,442
1746,4035,2770,2247,523
1747,3939,2675,2186,489
1748,3738,2671,2197,474
1749,2846,2021,1657,364
1750,1733,1199,983,216
1751,2184,1494,1240,254
1752,3512,2485,2001,484
1753,3675,2636,2163,473
1754,3831,2579,2144,435
1755,2801,1971,1648,323
1756,2552,1790,1446,344
1757,1950,1291,1110,181
1758,2110,1477,1209,268
1759,4303,2903,2383,520
1760,3883,2799,2335,464
1761,4244,2907,2347,560
1762,3765,2669,2150,519
1763,3286,2276,1816,460
1764,1851,1305,1063,242
1765,2580,1754,1433,321
1766,4140,2911,2382,529
1767,4076,2785,2285,500
1768,4141,2900,2360,540
1769,3898,2774,2249,525
1770,3027,2078,1641,437
1771,1831,1271,1033,238
1772,2282,1617,1356,261
1773,4138,2890,2376,514
1774,4049,2868,2344,524
1775,4272,2963,2359,604
1776,4089,2755,2210,545
1777,3277,2264,1842,422
1778,1954,1308,1069,239
1779,2111,1509,1239,270
1780,3625,2539,2053,486
1781,4415,2906,2386,520
1782,3854,2743,2260,483
1783,4114,2771,2262,509
1784,3492,2280,1874,406
1785,1849,1312,1096,216
1786,2239,1630,1347,283
1787,3976,2664,2191,473
1788,4061,2833,2284,549
1789,3702,2675,2215,460
1790,3622,2553,2112,441
1791,3039,2033,1660,373
1792,1848,1265,1049,216
1793,2082,1502,1242,260
1794,3807,2574,2121,453
1795,3993,2667,2215,452
1796,3567,2517,2087,430
1797,3484,2450,2046,404
1798,2994,2022,1663,359
1799,1793,1276,1074,202
1800,2422,1721,1477,244
1801,4070,2847,2371,476
1802,3987,2800,2293,507
1803,3355,2407,1963,444
1804,2925,1959,1627,332
1805,3010,2143,1769,374
1806,1896,1380,1151,229
1807,2501,1791,1497,294
1808,3851,2714,2257,457
1809,4403,3075,2622,453
1810,4627,3125,2623,502
1811,4221,2982,2477,505
1812,3025,2102,1727,375
1813,1998,1386,1179,207
1814,2297,1645,1414,231
1815,3192,2272,1910,362
1816,4087,2921,2434,487
1817,4787,3348,2842,506
1818,4483,3078,2570,508
1819,3571,2483,2095,388
1820,2263,1566,1343,223
1821,2948,2118,1827,291
1822,4521,3287,2785,502
1823,4563,3251,2758,493
1824,4598,3365,2901,464
1825,4603,3356,2868,488
1826,3349,2508,2121,387
1827,2437,1716,1451,265
1828,3188,2367,2082,285
1829,5291,3839,3280,559
1830,5477,3815,3273,542
1831,5257,3726,3222,504
1832,5000,3500,3028,472
1833,3890,2822,2407,415
1834,2654,1994,1739,255
1835,3656,2640,2328,312
1836,5223,3804,3291,513
1837,5276,3826,3287,539
1838,5476,3838,3306,532
1839,5196,3718,3208,510
1840,4052,2863,2448,415
1841,2635,1945,1696,249
1842,4076,2895,2541,354
1843,5167,3754,3216,538
1844,4972,3634,3082,552
1845,5143,3683,3209,474
1846,4753,3454,2941,513
1847,3795,2854,2440,414
1848,2920,2118,1827,291
1849,3950,2850,2471,379
1850,5493,3929,3432,497
1851,5652,4186,3705,481
1852,5617,3936,3388,548
1853,5234,3802,3261,541
1854,4118,3147,2674,473
1855,2863,2111,1803,308
1856,4032,3013,2645,368
1857,5476,4022,3466,556
1858,5542,4117,3572,545
1859,5340,3966,3403,563
1860,5388,3905,3333,572
1861,4309,3097,2675,422
1862,3117,2223,1897,326
1863,4234,3081,2679,402
1864,5698,4144,3507,637
1865,5721,4132,3536,596
1866,6018,4446,3823,623
1867,5563,3995,3397,598
1868,4159,2961,2461,500
1869,2732,2057,1753,304
1870,3901,2854,2460,394
1871,5749,4120,3529,591
1872,5821,4140,3576,564
1873,5647,4059,3452,607
1874,5219,3689,3180,509
1875,4054,3010,2604,406
1876,2815,2170,1889,281
1877,4253,3063,2603,460
1878,5816,4184,3640,544
1879,5843,4176,3549,627
1880,6058,4351,3672,679
1881,6291,4489,3810,679
1882,4604,3357,2839,518
1883,3354,2337,2000,337
1884,4190,3075,2634,441
1885,5931,4194,3573,621
1886,6443,4589,3877,712
1887,5805,4275,3572,703
1888,5753,4172,3569,603
1889,4709,3452,2927,525
1890,3418,2506,2136,370
1891,4821,3387,2872,515
1892,6444,4699,3985,714
1893,6607,4772,4119,653
1894,6726,4781,4115,666
1895,6334,4462,3840,622
1896,4575,3214,2724,490
1897,3414,2474,2118,356
1898,4535,3242,2787,455
1899,5970,4467,3836,631
1900,5630,4115,3522,593
1901,5384,3823,3225,598
1902,4201,3223,2747,476
1903,3799,2947,2504,443
1904,3301,2443,2053,390
1905,4420,3308,2849,459
1906,6384,4674,4031,643
1907,6964,4975,4285,690
1908,6957,4959,4252,707
1909,6350,4671,3989,682
1910,5324,3796,3258,538
1911,3795,2760,2362,398
1912,5013,3636,3159,477
1913,7005,5250,4569,681
1914,6606,4791,4131,660
1915,6686,4902,4240,662
1916,6163,4533,3871,662
1917,4581,3272,2801,471
1918,2930,2240,1958,282
1919,3585,2672,2280,392
1920,4925,3653,3128,525
1921,4743,3441,2895,546
1922,4716,3390,2918,472
1923,3793,2821,2381,440
1924,2688,1906,1583,323
1925,1682,1177,1020,157
1926,1880,1411,1190,221
1927,2451,1738,1442,296
1928,1644,1197,977,220
1929,1483,1027,851,176
1930,1864,1355,1102,253
1931,1927,1319,1109,210
1932,1679,1219,1019,200
1933,1962,1299,1111,188
1934,2469,1762,1479,283
1935,1750,1192,1005,187
1936,1554,1105,870,235
1937,2820,2083,1754,329
1938,2970,2180,1859,321
1939,2111,1526,1300,226
1940,2393,1788,1514,274
1941,3704,2770,2341,429
1942,3760,2915,2492,423
1943,3698,2844,2402,442
1944,4243,3374,2910,464
1945,3177,2415,2043,372
1946,2361,1834,1581,253
1947,2762,2238,1961,277
1948,4298,3242,2727,515
1949,3838,2884,2450,434
1950,3754,2864,2470,394
1951,3817,2951,2510,441
1952,3175,2419,2006,413
1953,2336,1927,1681,246
1954,2597,2031,1717,314
1955,3715,2948,2505,443
1956,4459,3501,3017,484
1957,4483,3552,3079,473
1958,4225,3295,2805,490
1959,3111,2484,2131,353
1960,2353,1784,1535,249
1961,3198,2520,2213,307
1962,4432,3539,3058,481
1963,4664,3654,3148,506
1964,4471,3544,3025,519
1965,4486,3499,3031,468
1966,3527,2704,2304,400
1967,2514,1995,1728,267
1968,2993,2409,2106,303
1969,4728,3694,3174,520
1970,4883,3982,3472,510
1971,5071,4061,3528,533
1972,4638,3715,3217,498
1973,3757,2942,2512,430
1974,2761,2193,1890,303
1975,3423,2849,2498,351
1976,5066,4016,3464,552
1977,4928,4045,3499,546
1978,4996,4019,3497,522
1979,5004,3823,3188,635
1980,3675,2949,2529,420
1981,2556,2024,1757,267
1982,3732,2808,2361,447
1983,4958,3951,3382,569
1984,4869,3806,3273,533
1985,5224,4042,3495,547
1986,4890,3748,3212,536
1987,3678,2914,2528,386
1988,2456,2025,1759,266
1989,3444,2708,2387,321
1990,5000,3974,3390,584
1991,5496,4210,3601,609
1992,5059,4014,3468,546
1993,4813,3759,3247,512
1994,3810,3052,2569,483
1995,2682,2169,1858,311
1996,3332,2754,2379,375
1997,4872,3801,3264,537
1998,5097,3956,3452,504
1999,4714,3591,3118,473
2000,5048,3994,3428,566
2001,3698,2843,2386,457
2002,2670,2095,1798,297
2003,3416,2743,2362,381
2004,4731,3830,3269,561
2005,4820,3718,3169,549
2006,4813,3711,3182,529
2007,4393,3508,2952,556
2008,3316,2613,2172,441
2009,2416,1888,1569,319
2010,2934,2251,1937,314
2011,2732,2157,1809,348
2012,3805,3007,2525,482
2013,3748,2976,2508,468
2014,3678,2883,2471,412
2015,3322,2647,2239,408
2016,2701,2049,1749,300
2017,3263,2469,2120,349
2018,4105,3166,2690,476
2019,4156,3247,2766,481
2020,4153,3367,2878,489
2021,4256,3394,2944,450
2022,3818,3002,2588,414
2023,3045,2438,2103,335
2024,4079,3047,2603,444
2025,4899,3852,3280,572
2026,4943,3822,3310,512
2027,4907,3799,3317,482
2028,4933,3838,3305,533
2029,4665,3498,2975,523
2030,3366,2536,2175,361
2031,3976,3045,2644,401
2032,4981,3921,3351,570
2033,5331,4144,3552,592
2034,5331,4203,3656,547
2035,5063,3982,3426,556
2036,4252,3354,2869,485
2037,3656,2712,2279,433
2038,4152,3125,2666,459
2039,5089,3922,3379,543
2040,5491,4314,3721,593
2041,5665,4424,3754,670
2042,5423,4203,3592,611
2043,4688,3682,3146,536
2044,4055,3007,2521,486
2045,4830,3671,3057,614
2046,5908,4517,3869,648
2047,5633,4377,3722,655
2048,5786,4520,3856,664
2049,5967,4758,4074,684
2050,4937,3879,3319,560
2051,4327,3284,2814,470
2052,5086,3964,3393,571
2053,6038,4771,4054,717
2054,6324,4920,4210,710
2055,6062,4735,4006,729
2056,5520,4375,3776,599
2057,4670,3621,3068,553
2058,4171,3145,2683,462
2059,4716,3648,3067,581
2060,5939,4567,3882,685
2061,6361,4900,4169,731
2062,6659,5322,4580,742
2063,6264,4857,4067,790
2064,5359,4202,3592,610
2065,4593,3452,2932,520
2066,5092,3917,3338,579
2067,6563,5112,4278,834
2068,6124,4775,4028,747
2069,5817,4596,3886,710
2070,6057,4583,3937,646
2071,4958,3829,3183,646
2072,3651,2827,2384,443
2073,4248,3291,2737,554
2074,5624,4231,3588,643
2075,5595,4300,3666,634
2076,5213,4106,3466,640
2077,5156,3990,3372,618
2078,4350,3343,2816,527
2079,3446,2696,2291,405
2080,3945,2969,2479,490
2081,4639,3610,3054,556
2082,5224,4069,3416,653
2083,5242,4105,3474,631
2084,4939,3966,3371,595
2085,4387,3486,2949,537
2086,3327,2583,2189,394
2087,3692,2919,2482,437
2088,4734,3707,3133,574
2089,4727,3690,3057,633
2090,4994,3869,3239,630
2091,4767,3733,3156,577
2092,4124,3247,2778,469
2093,3230,2425,2045,380
2094,3906,3049,2574,475
2095,4895,3787,3188,599
2096,4871,3644,3050,594
2097,4989,3857,3269,588
2098,4633,3560,3015,545
2099,4475,3292,2757,535
2100,2967,2304,1942,362
2101,3507,2684,2282,402
2102,4337,3348,2794,554
2103,4470,3461,2964,497
2104,4439,3450,2898,552
2105,4895,3677,3132,545
2106,3924,2911,2459,452
2107,2827,2190,1851,339
2108,3481,2668,2256,412
2109,4627,3493,2935,558
2110,4561,3493,2950,543
2111,4626,3521,2982,539
2112,4137,3215,2668,547
2113,3555,2675,2248,427
2114,2671,1999,1680,319
2115,3486,2635,2233,402
2116,4000,3119,2616,503
2117,3828,3013,2553,460
2118,3935,3049,2599,450
2119,3633,2881,2397,484
2120,2997,2286,1932,354
2121,2194,1704,1420,284
2122,2948,2198,1836,362
2123,4049,3215,2724,491
2124,3792,2998,2485,513
2125,4029,3096,2613,483
2126,3945,3039,2587,452
2127,3523,2620,2173,447
2128,2646,1981,1665,316
2129,3454,2611,2213,398
2130,3703,2916,2459,457
2131,3680,2853,2397,456
2132,3479,2627,2196,431
2133,3756,2916,2463,453
2134,3289,2557,2122,435
2135,2416,1892,1606,286
2136,2793,2197,1892,305
2137,3749,2881,2428,453
2138,3786,2889,2450,439
2139,4002,3039,2566,473
2140,3823,3033,2525,508
2141,3430,2623,2262,361
2142,2400,1767,1487,280
2143,2835,2207,1869,338
2144,4001,3031,2523,508
2145,3795,2969,2525,444
2146,3903,3010,2591,419
2147,3397,2687,2265,422
2148,3005,2317,1887,430
2149,2305,1750,1479,271
2150,2696,1993,1701,292
2151,3866,2814,2368,446
2152,3826,2845,2400,445
2153,3673,2774,2334,440
2154,3660,2625,2189,436
2155,3136,2364,1941,423
2156,2223,1628,1354,274
2157,2623,1941,1644,297
2158,3638,2745,2325,420
2159,3740,2742,2258,484
2160,3767,2904,2477,427
2161,3621,2780,2322,458
2162,2971,2308,1922,386
2163,2221,1696,1373,323
2164,2724,2037,1686,351
2165,3456,2638,2181,457
2166,3581,2683,2184,499
2167,2064,1564,1297,267